profile_id,job_cd,job_nm,job_clcd,job_clcd_nm,keco_cd,career_years,edu_level,major_field,major,cert,region,top_skill_1,top_skill_2,top_skill_3
7747,K000000962,도금 및 금속 분무기 조작원,825,도장원 및 도금원,8252,16.5,고졸,공학,,"표면처리기능사, 산업기사, 기능장, 기술사(국가기술)",대구,정교한 동작 100,화학 100,기계 97
7748,K000000913,홀서빙원,532,식당 서비스원,5322,1.2,전문대졸,인문,,,경기,서비스 지향 100,신체적 강인성 87,고객서비스 77
7749,K000000982,패스트푸드 준비원,532,식당 서비스원,5321,2.5,전문대졸,공학,,,서울,신체적 강인성 100,반응시간과 속도 95,식품생산 94
7750,K000001141,비누 및 화장품 화학공학기술자 및 연구원,154,화학공학 기술자 및 시험원,1541,0.9,석사,공학,화학과,"화공기사, 산업기사, 기술사(국가기술)",경기,품질관리분석 100,장비 선정 95,화학 94
7751,K000001103,건설기계공학기술자 및 연구원,151,기계·로봇공학 기술자 및 시험원,1511,5.6,대졸,공학,기계공학과,기계제작기술사(국가기술),충북,산수와 수학 100,건축 및 설계 97,기술 분석 93
7752,K000001045,과실 및 채소가공 관련 기계 조작원,873,식품 가공 기계 조작원,8734,0.8,고졸,인문,,식품가공기능사(국가기술),대구,조작 및 통제 100,신체적 강인성 97,상품 제조 및 공정 93
7753,K000001117,건축 목공(전통건축기능원 포함),701,건설구조 기능원,7016,3.9,전문대졸,사회,,"실내건축기능사, 산업기사, 기사(국가기술)",경기,시력 93,장비의 유지 91,설치 82
7754,K000001170,안내·접수원,029,안내·고객상담·통계·비서 및 기타 사무원,0291,13.7,대졸,공학,,,서울,사람 파악 100,청력 100,서비스 지향 99
7755,K000001024,제분 및 도정 관련 기계 조작원,873,식품 가공 기계 조작원,8732,4.9,고졸,공학,,식품가공기능사(국가기술),전북,식품생산 100,작동 점검 71,기계 71
7756,K000007450,중식조리사,531,주방장 및 조리사,5313,4.4,고졸,공학,,,서울,물적자원 관리 98,창의력 95,정교한 동작 95
7757,K000001113,특수교육 교사,212,학교 교사,2123,3.2,박사,교육,,,부산,시력 90,가르치기 84,상담 82
7758,K000007508,부사관,250,군인,2504,8.3,전문대졸,공학,,,경기,신체적 강인성 100,범주화 100,조직체계의 분석 및 평가 100
7759,K000008492,택배원(늘찬배달원),624,택배원 및 기타 운송 종사자,6241,3.4,고졸,예체능,,,충남,신체적 강인성 91,유연성 및 균형 85,시간 관리 65
7760,K000000857,사회복지사,231,사회복지사 및 상담사,2311,6.3,석사,사회,,"사회복지사 1, 2급(국가전문)",서울,심리 100,설득 100,인적자원 관리 100
7761,K000000893,음료 조리사(바리스타포함),531,주방장 및 조리사,5317,6.8,전문대졸,자연,,,대구,식품생산 82,청력 76,생물 71
7762,K000000954,하역 및 적재 종사원,624,택배원 및 기타 운송 종사자,6245,1.1,고졸,공학,,,서울,움직임 통제 93,운송 86,장비 선정 86
7763,K000000832,정보 보안 전문가,134,네트워크 시스템 개발자 및 정보보안 전문가,1342,1.8,대졸,사회,,,강원,읽고 이해하기 100,논리적 분석 100,컴퓨터와 전자공학 96
7764,K000001045,과실 및 채소가공 관련 기계 조작원,873,식품 가공 기계 조작원,8734,4.7,전문대졸,예체능,,식품가공기능사(국가기술),강원,고장의 발견.수리 100,정교한 동작 100,반응시간과 속도 99
7765,K000008543,장학관 및 연구관,215,장학관 및 기타 교육 종사자,2151,7.1,대졸,교육,,,충북,학습전략 100,가르치기 100,조직체계의 분석 및 평가 99
7766,K000001017,방사선사,306,의료기사·치료사·재활사,3062,4.6,대졸,의약,방사선학과,,서울,작동 점검 100,장비의 유지 95,고장의 발견.수리 93
7767,K000007465,택시운전원,622,자동차 운전원,6221,7.6,고졸,인문,,"자동차운전면허 제 1종, 2종 보통(국가전문)",경기,청력 100,유연성 및 균형 100,작동 점검 100
7768,K000001192,주방 보조원(일반음식점),532,식당 서비스원,5323,7.8,고졸,인문,,,경기,물적자원 관리 92,신체적 강인성 90,반응시간과 속도 82
7769,K000007497,수의사 보조원(동물보건사),307,보건·의료 종사자,3077,5.8,대졸,자연,,동물보건사(국가전문),서울,의료 99,생물 80,청력 72
7770,K000001204,계기 검침원 및 가스 점검원,564,검침·주차관리 및 기타 서비스 단순 종사자,5641,2.1,전문대졸,인문,,,경기,시력 82,청력 82,움직임 통제 82
7771,K000001072,"섬유 제조기계 조작원(방적,방사,연사,합사,권사기등)",861,섬유 제조·가공 기계 조작원,8611,4.4,고졸,사회,,,경기,상품 제조 및 공정 100,조작 및 통제 86,기계 78
7772,K000000945,금속가공 기계 조작원,821,금속관련 기계·설비 조작원,8212,0.7,고졸,공학,,압연기능사(국가기술),대전,장비의 유지 96,품질관리분석 93,고장의 발견.수리 91
7773,K000001055,용접원(용접기조작원),824,용접원 및 용접기 조작원,8241,1.8,전문대졸,인문,,,서울,작동 점검 99,시력 90,반응시간과 속도 86
7774,K000001101,조선·해양공학기술자,151,기계·로봇공학 기술자 및 시험원,1511,6.3,대졸,공학,,"조선산업기사, 기사, 기술사(국가기술)",경기,기술 설계 100,기계 100,수리력 100
7775,K000001017,방사선사,306,의료기사·치료사·재활사,3062,2.9,전문대졸,의약,방사선학과,,서울,장비의 유지 97,작동 점검 96,장비 선정 89
7776,K000000972,네일아티스트(손톱관리사),511,미용 서비스원,5113,2.9,전문대졸,인문,,미용사《네일》(국가기술),경기,정교한 동작 100,창의력 96,서비스 지향 86
7777,K000007449,회계사,023,회계·세무·감정 전문가,0231,16.2,대졸,사회,,,대구,문제 해결 100,경제와 회계 100,선택적 집중력 100
7778,K000008545,로봇 설치 및 정비원,811,기계장비 설치·정비원(운송장비 제외),8111,4.3,대졸,공학,,,경기,작동 점검 100,청력 97,움직임 통제 95
7779,K000007545,비파괴검사원,158,소방·방재·산업안전·비파괴 기술자,1583,4.5,대졸,자연,재료공학과,비파괴검사기술사(국가기술),전북,조작 및 통제 96,기술 분석 93,장비의 유지 92
7780,K000000865,석유화학공학기술자 및 연구원,154,화학공학 기술자 및 시험원,1541,3.3,대졸,공학,화학공학과,"화학분석기능사, 기사(국가기술)",경기,수리력 100,문제 해결 96,기술 설계 95
7781,K000001101,조선·해양공학기술자,151,기계·로봇공학 기술자 및 시험원,1511,6.2,대졸,공학,,"조선산업기사, 기사, 기술사(국가기술)",대구,기술 설계 100,기술 분석 100,논리적 분석 95
7782,K000000934,화학공학 시험원,154,화학공학 기술자 및 시험원,1542,2.3,대졸,공학,화학공학과,"화학분석기능사, 기사(국가기술)",충남,산수와 수학 97,상품 제조 및 공정 94,화학 92
7783,K000000883,학습지·교육교구 방문강사,214,문리·기술·예능 강사,2148,2.5,대졸,자연,,,인천,가르치기 92,학습전략 85,말하기 82
7784,K000001192,주방 보조원(일반음식점),532,식당 서비스원,5323,2.8,고졸,인문,,,경기,청력 91,신체적 강인성 77,시력 74
7785,K000007450,중식조리사,531,주방장 및 조리사,5313,1.5,고졸,자연,,,서울,신체적 강인성 88,재정 관리 85,서비스 지향 83
7786,K000000870,플랜트기계공학기술자,151,기계·로봇공학 기술자 및 시험원,1511,2.7,대졸,자연,,,인천,물리 100,건축 및 설계 95,공학과 기술 95
7787,K000001080,데이터분석가(빅데이터분석가),135,데이터 전문가,1352,4.6,대졸,자연,,,충남,추리력 100,전산 99,기술 분석 97
7788,K000001055,용접원(용접기조작원),824,용접원 및 용접기 조작원,8241,2.4,전문대졸,공학,,특수용접기능사(국가기술),서울,조작 및 통제 89,시력 87,작동 점검 84
7789,K000000995,"일반행정공무원(조세, 관세, 병무 제외)",025,정부행정 사무원,0259,1.6,대졸,인문,,,서울,판단과 의사결정 100,시간 관리 92,모니터링(Monitoring) 85
7790,K000007454,의상디자이너,415,디자이너,4152,4.8,석사,예체능,,,경남,창의력 100,품질관리분석 100,시간 관리 99
7791,K000000873,음향 및 녹음 기사,416,연극·영화·방송 전문가,4165,2.7,대졸,예체능,,"방송통신기능사, 산업기사, 기사(국가기술)",경기,예술 98,창의력 85,의사소통과 미디어 83
7792,K000008488,선박 및 열차 객실 승무원,522,항공기·선박·열차 객실승무원,5222,6.0,대졸,사회,,,경북,시력 100,유연성 및 균형 100,서비스 지향 100
7793,K000001047,고무 및 플라스틱제품 조립원,852,고무·플라스틱 및 화학제품 생산기계 조작원 및 조립원,8524,2.2,고졸,공학,,"화공기사, 산업기사(국가기술)",경기,움직임 통제 91,유연성 및 균형 90,상품 제조 및 공정 80
7794,K000000850,요양 보호사 및 간병인,550,돌봄 서비스 종사자,5501,2.3,전문대졸,의약,,요양보호사(국가전문),부산,유연성 및 균형 82,서비스 지향 82,행동조정 78
7795,K000000894,악기 제조원 및 조율사,885,악기·간판 및 기타 제조 종사자,8851,8.6,대졸,공학,실용음악과,,대구,청력 100,고장의 발견.수리 97,물적자원 관리 89
7796,K000000963,컴퓨터 설치 및 수리원,841,정보통신기기 설치·수리원,8411,3.1,대졸,인문,,,서울,설치 100,추리력 96,전산 92
7797,K000001080,데이터분석가(빅데이터분석가),135,데이터 전문가,1352,1.9,대졸,공학,,,서울,전산 96,추리력 93,문제 해결 92
7798,K000000985,조경 기술자,140,건축·토목공학 기술자 및 시험원,1404,5.1,대졸,공학,조경학과,조경기술사(국가기술),경기,건축 및 설계 100,사회와 인류 98,디자인 96
7799,K000000967,기술·기능계강사,214,문리·기술·예능 강사,2144,7.4,대졸,공학,,,전남,학습전략 96,사람 파악 95,선택적 집중력 93
7800,K000007540,해양경찰관,240,"경찰관, 소방관 및 교도관",2401,3.9,대졸,사회,,,경기,시력 100,신체적 강인성 97,가르치기 93
7801,K000007507,프로게이머,420,스포츠·레크리에이션 종사자,4202,1.0,고졸,공학,,,인천,반응시간과 속도 100,공간지각력 100,시력 100
7802,K000000829,토목안전·환경기술자 및 토목품질기술자,140,건축·토목공학 기술자 및 시험원,1403,1.9,대졸,자연,환경공학과,,서울,건축 및 설계 100,공학과 기술 95,물리 93
7803,K000001061,웹 운영자(홈페이지 관리자),136,정보시스템 및 웹 운영자,1362,10.2,대졸,공학,컴퓨터공학과,SCJP(외국),서울,기술 설계 100,통신 100,조작 및 통제 100
7804,K000000857,사회복지사,231,사회복지사 및 상담사,2311,1.5,대졸,사회,,,서울,읽고 이해하기 100,듣고 이해하기 100,가르치기 100
7805,K000001109,단말기 및 통신 서비스 판매원,615,판매 종사자,6153,2.6,고졸,인문,,,경북,협상 100,서비스 지향 100,영업과 마케팅 100
7806,K000000941,철도 및 전동차 기관사,621,항공기·선박·철도 조종사 및 관제사,6213,4.8,대졸,공학,,철도차량운전면허(국가전문),서울,시력 100,반응시간과 속도 86,고장의 발견.수리 85
7807,K000001005,주입·포장 및 상표부착 기계 조작원,885,악기·간판 및 기타 제조 종사자,8859,3.6,전문대졸,공학,,,충남,상품 제조 및 공정 93,장비의 유지 86,시력 86
7808,K000001080,데이터분석가(빅데이터분석가),135,데이터 전문가,1352,1.2,대졸,공학,,"빅데이터분석기사, 데이터분석전문가, 데이터분석준전문가",경기,기술 분석 100,문제 해결 96,판단과 의사결정 94
7809,K000007570,교도관,240,"경찰관, 소방관 및 교도관",2403,4.4,대졸,사회,교정보호학과,법무사(국가전문),경기,행동조정 100,법 100,기억력 100
7810,K000000971,가구 조립원,883,가구·목제품 제조·수리원,8832,2.7,전문대졸,인문,,가구제작기능사(국가기술),경기,조작 및 통제 94,고장의 발견.수리 89,품질관리분석 86
7811,K000001137,신호원 및 수송원,621,항공기·선박·철도 조종사 및 관제사,6219,4.9,대졸,공학,전기제어과,,서울,지리 100,운송 99,조작 및 통제 93
7812,K000007555,양식조리사,531,주방장 및 조리사,5314,6.1,대졸,자연,,"양식조리기능사, 산업기사(국가기술)",충북,반응시간과 속도 100,기억력 100,행동조정 100
7813,K000007473,조명기사,416,연극·영화·방송 전문가,4167,4.9,전문대졸,자연,,"방송통신기능사, 산업기사, 기사(국가기술)",대구,설치 90,예술 87,공학과 기술 85
7814,K000007449,회계사,023,회계·세무·감정 전문가,0231,4.4,대졸,공학,,공인회계사(국가전문),충북,논리적 분석 100,추리력 100,판단과 의사결정 97
7815,K000000916,상하수도 처리장치 조작원,853,환경관련 장치 조작원,8531,5.7,고졸,자연,,,인천,공학과 기술 90,화학 88,조작 및 통제 87
7816,K000000850,요양 보호사 및 간병인,550,돌봄 서비스 종사자,5501,2.5,고졸,자연,,요양보호사(국가전문),충남,기억력 88,의료 81,서비스 지향 80
7817,K000001203,관광 서비스 종사원,521,여행 서비스원,5213,8.0,대졸,사회,,,서울,역사 99,사람 파악 91,영어 88
7818,K000007473,조명기사,416,연극·영화·방송 전문가,4167,7.0,대졸,예체능,,,서울,예술 94,설치 88,통신 85
7819,K000007540,해양경찰관,240,"경찰관, 소방관 및 교도관",2401,12.2,대졸,사회,,,서울,움직임 통제 100,사람 파악 100,신체적 강인성 100
7820,K000000860,로봇공학기술자 및 연구원,151,기계·로봇공학 기술자 및 시험원,1512,5.2,박사,공학,,,충남,추리력 100,물적자원 관리 100,기술 분석 100
7821,K000001062,철로 설치 및 보수원,705,기타 건설 기능원(채굴포함),7052,2.1,대졸,공학,,철도토목기능사(국가기술),서울,장비 선정 100,고장의 발견.수리 100,장비의 유지 95
7822,K000001008,패션소품디자이너(의상제외),415,디자이너,4152,0.9,대졸,예체능,,"제품디자인산업기사, 기사, 기술사(국가기술)",전남,디자인 100,예술 93,창의력 83
